B01003_001E,county,state,tract
8144.0,047,36,009800
6642.0,047,36,010000
4297.0,047,36,010100
5291.0,047,36,010200
5904.0,047,36,010400
5240.0,047,36,010600
4108.0,047,36,010800
2670.0,047,36,011000
6707.0,047,36,011200
4664.0,047,36,011400
4189.0,047,36,011600
2796.0,047,36,011700
2072.0,047,36,011800
1654.0,047,36,011900
1305.0,047,36,012000
1801.0,047,36,012100
5787.0,047,36,012200
2852.0,047,36,012600
4204.0,047,36,012700
2139.0,047,36,012801
2462.0,047,36,012901
1908.0,047,36,012902
5203.0,047,36,013000
4137.0,047,36,013100
2186.0,047,36,013200
4657.0,047,36,013300
3916.0,047,36,013400
3594.0,047,36,013500
3946.0,047,36,013600
3497.0,047,36,013700
3217.0,047,36,013800
3621.0,047,36,013900
1899.0,047,36,014000
3385.0,047,36,014100
3192.0,047,36,014200
3561.0,047,36,014300
4507.0,047,36,014500
2263.0,047,36,014700
1337.0,047,36,014800
5814.0,047,36,014900
1487.0,047,36,015000
4136.0,047,36,015100
2690.0,047,36,015200
2746.0,047,36,015300
0.0,047,36,015400
3688.0,047,36,015500
4198.0,047,36,015700
5125.0,047,36,015900
3989.0,047,36,016000
3239.0,047,36,016100
2275.0,047,36,016200
3299.0,047,36,016300
634.0,047,36,016400
5619.0,047,36,016500
1842.0,047,36,016600
5482.0,047,36,016700
1852.0,047,36,016800
4682.0,047,36,016900
3935.0,047,36,017000
3986.0,047,36,017100
3877.0,047,36,017200
1993.0,047,36,017400
0.0,047,36,017500
2437.0,047,36,017600
0.0,047,36,017700
3219.0,047,36,017800
4274.0,047,36,017900
3479.0,047,36,018000
3531.0,047,36,018100
3542.0,047,36,018200
2934.0,047,36,018300
2718.0,047,36,018400
4788.0,047,36,018501
2289.0,047,36,018600
1471.0,047,36,018700
2831.0,047,36,018800
4918.0,047,36,019000
2676.0,047,36,019100
3510.0,047,36,019200
5891.0,047,36,019300
3838.0,047,36,019400
3886.0,047,36,019500
4844.0,047,36,019600
3632.0,047,36,019700
1877.0,047,36,019800
3454.0,047,36,019900
2301.0,047,36,020000
3828.0,047,36,020100
2019.0,047,36,020200
1776.0,047,36,020300
2016.0,047,36,020400
2703.0,047,36,020500
2558.0,047,36,020600
4310.0,047,36,020700
3192.0,047,36,020800
4514.0,047,36,021000
1577.0,047,36,021100
5138.0,047,36,021200
4267.0,047,36,021300
2382.0,047,36,021400
5166.0,047,36,021500
4583.0,047,36,021600
3906.0,047,36,021700
4381.0,047,36,021800
3639.0,047,36,021900
4538.0,047,36,022000
4014.0,047,36,022100
4180.0,047,36,022200
5895.0,047,36,022400
2287.0,047,36,022600
3972.0,047,36,022700
3313.0,047,36,022800
3719.0,047,36,022900
4141.0,047,36,023000
3535.0,047,36,023100
5606.0,047,36,023200
4939.0,047,36,023300
4957.0,047,36,023400
4062.0,047,36,023500
5567.0,047,36,023600
4043.0,047,36,023800
4310.0,047,36,024000
2712.0,047,36,024100
2987.0,047,36,024200
4168.0,047,36,024300
3782.0,047,36,024400
4223.0,047,36,024500
3083.0,047,36,024600
2295.0,047,36,024700
3048.0,047,36,024800
4208.0,047,36,024900
1349.0,047,36,025000
3473.0,047,36,025100
5334.0,047,36,025200
2811.0,047,36,025300
4347.0,047,36,025400
5613.0,047,36,025500
3166.0,047,36,025600
2442.0,047,36,025700
4242.0,047,36,025800
1981.0,047,36,025901
3736.0,047,36,025902
3428.0,047,36,026000
4591.0,047,36,026100
2404.0,047,36,026200
1865.0,047,36,026300
4743.0,047,36,026400
3594.0,047,36,026500
3607.0,047,36,026600
3897.0,047,36,026700
3667.0,047,36,026800
2979.0,047,36,026900
2420.0,047,36,027000
2658.0,047,36,027100
3684.0,047,36,027200
2895.0,047,36,027300
3084.0,047,36,027400
4500.0,047,36,027500
4132.0,047,36,027600
4832.0,047,36,027700
3461.0,047,36,027800
4057.0,047,36,027900
1666.0,047,36,028000
4798.0,047,36,028100
3245.0,047,36,028200
4142.0,047,36,028300
3759.0,047,36,028400
432.0,047,36,028501
2749.0,047,36,028502
4646.0,047,36,028600
2686.0,047,36,028700
3580.0,047,36,028800
3560.0,047,36,028900
3988.0,047,36,029000
2909.0,047,36,029100
2814.0,047,36,029200
3419.0,047,36,029300
2460.0,047,36,029400
3860.0,047,36,029500
5445.0,047,36,029600
4198.0,047,36,029700
4036.0,047,36,029800
2791.0,047,36,029900
4010.0,047,36,030000
2621.0,047,36,030100
4461.0,047,36,030200
5319.0,047,36,030300
3888.0,047,36,030400
6042.0,047,36,030500
1955.0,047,36,030600
4427.0,047,36,030700
1903.0,047,36,030800
2021.0,047,36,030900
2972.0,047,36,031100
4657.0,047,36,031300
4761.0,047,36,031400
5234.0,047,36,031500
3491.0,047,36,031701
3733.0,047,36,031702
3841.0,047,36,031900
6006.0,047,36,032100
3823.0,047,36,032300
6538.0,047,36,032500
7167.0,047,36,032600
2509.0,047,36,032700
2457.0,047,36,032800
5997.0,047,36,032900
4606.0,047,36,033000
4058.0,047,36,033100
4736.0,047,36,033300
3033.0,047,36,033500
3940.0,047,36,033600
4098.0,047,36,033700
4788.0,047,36,033900
2174.0,047,36,034000
2767.0,047,36,034100
5838.0,047,36,034200
4809.0,047,36,034300
3188.0,047,36,034500
3376.0,047,36,034700
2483.0,047,36,034800
5932.0,047,36,034900
2721.0,047,36,035000
4280.0,047,36,035100
1012.0,047,36,035200
4903.0,047,36,035300
5341.0,047,36,035400
5660.0,047,36,035500
2683.0,047,36,035601
5009.0,047,36,035602
2494.0,047,36,035700
5234.0,047,36,035900
2923.0,047,36,036001
4062.0,047,36,036002
2621.0,047,36,036100
3371.0,047,36,036200
3917.0,047,36,036300
2237.0,047,36,036400
2758.0,047,36,036501
1280.0,047,36,036502
4995.0,047,36,036600
1296.0,047,36,036700
5504.0,047,36,036900
4303.0,047,36,037000
4608.0,047,36,037100
4101.0,047,36,037300
4264.0,047,36,037401
4977.0,047,36,037402
3170.0,047,36,037500
4013.0,047,36,037700
3573.0,047,36,037900
5187.0,047,36,038100
5893.0,047,36,038200
4399.0,047,36,038300
3462.0,047,36,038500
3706.0,047,36,038600
4347.0,047,36,038700
3651.0,047,36,038800
3063.0,047,36,038900
2349.0,047,36,039000
3157.0,047,36,039100
2860.0,047,36,039200
3672.0,047,36,039300
2466.0,047,36,039400
4359.0,047,36,039500
2028.0,047,36,039600
3458.0,047,36,039700
2829.0,047,36,039800
3434.0,047,36,039900
3325.0,047,36,040000
3197.0,047,36,040100
2749.0,047,36,040200
3770.0,047,36,040300
2343.0,047,36,040400
1590.0,047,36,040500
3117.0,047,36,040600
0.0,047,36,040700
3391.0,047,36,040800
3663.0,047,36,040900
1887.0,047,36,041000
3158.0,047,36,041100
3141.0,047,36,041200
4217.0,047,36,041300
1493.0,047,36,041401
1765.0,047,36,041402
4311.0,047,36,041500
2532.0,047,36,041600
3208.0,047,36,041700
2713.0,047,36,041800
3815.0,047,36,041900
1696.0,047,36,042000
4219.0,047,36,042100
3501.0,047,36,042200
4718.0,047,36,042300
3786.0,047,36,042400
2932.0,047,36,042500
4231.0,047,36,042600
5496.0,047,36,042700
3764.0,047,36,042800
5811.0,047,36,042900
3405.0,047,36,043000
5402.0,047,36,043100
4730.0,047,36,043200
4303.0,047,36,043300
3327.0,047,36,043400
5018.0,047,36,043500
4676.0,047,36,043600
5904.0,047,36,043700
2593.0,047,36,043800
3971.0,047,36,043900
2889.0,047,36,044000
5958.0,047,36,044100
3035.0,047,36,044200
5414.0,047,36,044300
3430.0,047,36,044400
5039.0,047,36,044500
2181.0,047,36,044600
2518.0,047,36,044700
1816.0,047,36,044800
3468.0,047,36,044900
514.0,047,36,045000
2839.0,047,36,045200
2337.0,047,36,045300
1836.0,047,36,045400
2520.0,047,36,045600
1757.0,047,36,045800
3726.0,047,36,046000
2706.0,047,36,046201
2301.0,047,36,046202
2772.0,047,36,046400
2254.0,047,36,046800
2616.0,047,36,047000
2905.0,047,36,047200
2749.0,047,36,047400
3547.0,047,36,047600
3644.0,047,36,047700
4491.0,047,36,047800
4051.0,047,36,048000
2978.0,047,36,048100
5316.0,047,36,048200
6146.0,047,36,048400
2854.0,047,36,048500
3300.0,047,36,048600
4113.0,047,36,048800
3755.0,047,36,048900
6248.0,047,36,049000
6459.0,047,36,049100
3293.0,047,36,049200
7684.0,047,36,049300
5874.0,047,36,049400
2899.0,047,36,049500
4190.0,047,36,049600
2838.0,047,36,049700
4512.0,047,36,049800
1766.0,047,36,049900
3694.0,047,36,050000
3005.0,047,36,050100
2306.0,047,36,050202
2408.0,047,36,050300
4515.0,047,36,050400
4396.0,047,36,050500
5616.0,047,36,050600
2523.0,047,36,050700
4240.0,047,36,050801
2338.0,047,36,050803
6144.0,047,36,050804
4488.0,047,36,050900
4498.0,047,36,051001
4841.0,047,36,051002
3890.0,047,36,051100
5759.0,047,36,051200
4756.0,047,36,051300
7717.0,047,36,051400
1626.0,047,36,051500
5533.0,047,36,051601
4262.0,047,36,051602
2107.0,047,36,051700
3229.0,047,36,051800
4792.0,047,36,051900
4636.0,047,36,052000
5538.0,047,36,052300
3392.0,047,36,052500
4486.0,047,36,052600
6523.0,047,36,052700
1896.0,047,36,052800
4202.0,047,36,052900
3777.0,047,36,053000
8953.0,047,36,053100
2682.0,047,36,053200
6821.0,047,36,053300
4212.0,047,36,053400
4065.0,047,36,053500
3539.0,047,36,053700
4341.0,047,36,053800
2580.0,047,36,053900
4542.0,047,36,054200
351.0,047,36,054300
3069.0,047,36,054400
8072.0,047,36,054500
4429.0,047,36,054600
5172.0,047,36,054700
2168.0,047,36,054800
3607.0,047,36,054900
3638.0,047,36,055000
5860.0,047,36,055100
3098.0,047,36,055200
2843.0,047,36,055300
4083.0,047,36,055400
5558.0,047,36,055500
3658.0,047,36,055600
2556.0,047,36,055700
2359.0,047,36,055800
3677.0,047,36,056000
3160.0,047,36,056100
1583.0,047,36,056200
4776.0,047,36,056300
2566.0,047,36,056400
3172.0,047,36,056500
2568.0,047,36,056600
1367.0,047,36,056800
1505.0,047,36,056900
3468.0,047,36,057000
3945.0,047,36,057100
5330.0,047,36,057200
2386.0,047,36,057300
2905.0,047,36,057400
3802.0,047,36,057500
2999.0,047,36,057600
3332.0,047,36,057800
1071.0,047,36,057900
3858.0,047,36,058000
2950.0,047,36,058200
3072.0,047,36,058400
2744.0,047,36,058600
3699.0,047,36,058800
1820.0,047,36,058900
1890.0,047,36,059000
3877.0,047,36,059100
4402.0,047,36,059200
2071.0,047,36,059300
8043.0,047,36,059401
5205.0,047,36,059402
2526.0,047,36,059600
3560.0,047,36,059800
6367.0,047,36,060000
2610.0,047,36,060600
3156.0,047,36,060800
4213.0,047,36,061002
1940.0,047,36,061003
6113.0,047,36,061004
879.0,047,36,061200
1583.0,047,36,061600
1927.0,047,36,062000
3070.0,047,36,062200
2953.0,047,36,062600
4934.0,047,36,062800
1646.0,047,36,063200
1432.0,047,36,063600
1644.0,047,36,063800
1783.0,047,36,064000
2360.0,047,36,064200
2906.0,047,36,064400
2281.0,047,36,064600
2110.0,047,36,064800
1335.0,047,36,065000
1125.0,047,36,065200
1764.0,047,36,065400
1833.0,047,36,065600
1939.0,047,36,065800
2202.0,047,36,066000
1687.0,047,36,066200
0.0,047,36,066600
2899.0,047,36,067000
1704.0,047,36,067200
2040.0,047,36,067400
2132.0,047,36,067600
2477.0,047,36,067800
2112.0,047,36,068000
3099.0,047,36,068200
1729.0,047,36,068600
1636.0,047,36,068800
1901.0,047,36,069000
2882.0,047,36,069200
3960.0,047,36,069601
6318.0,047,36,069602
1419.0,047,36,069800
1757.0,047,36,070000
6265.0,047,36,070201
16.0,047,36,070202
0.0,047,36,070203
2588.0,047,36,070600
2182.0,047,36,072000
2928.0,047,36,072200
2025.0,047,36,072400
2159.0,047,36,072600
4107.0,047,36,072800
2510.0,047,36,073000
2633.0,047,36,073200
2217.0,047,36,073400
3638.0,047,36,073600
3509.0,047,36,073800
4152.0,047,36,074000
3491.0,047,36,074200
2748.0,047,36,074400
2363.0,047,36,074600
1863.0,047,36,074800
2827.0,047,36,075000
926.0,047,36,075200
1569.0,047,36,075400
2123.0,047,36,075600
1765.0,047,36,075800
2956.0,047,36,076000
4721.0,047,36,076200
3824.0,047,36,076400
2393.0,047,36,076600
3298.0,047,36,076800
3283.0,047,36,077000
3203.0,047,36,077200
3352.0,047,36,077400
3767.0,047,36,077600
2513.0,047,36,078000
5120.0,047,36,078200
2661.0,047,36,078400
4994.0,047,36,078600
3114.0,047,36,078800
5154.0,047,36,079000
3965.0,047,36,079200
1904.0,047,36,079400
4622.0,047,36,079601
4870.0,047,36,079602
3188.0,047,36,079801
5811.0,047,36,079802
3690.0,047,36,080000
5106.0,047,36,080200
3173.0,047,36,080400
4125.0,047,36,080600
1321.0,047,36,080800
2235.0,047,36,081000
2912.0,047,36,081400
2627.0,047,36,081600
4549.0,047,36,081800
4899.0,047,36,082000
7479.0,047,36,082200
4361.0,047,36,082400
5081.0,047,36,082600
4135.0,047,36,082800
6395.0,047,36,083000
2412.0,047,36,083200
1524.0,047,36,083400
2109.0,047,36,083600
2339.0,047,36,083800
2472.0,047,36,084000
1770.0,047,36,084600
1491.0,047,36,084800
1576.0,047,36,085000
8.0,047,36,085200
2042.0,047,36,085400
3174.0,047,36,085600
2552.0,047,36,085800
3710.0,047,36,086000
2900.0,047,36,086200
2239.0,047,36,086400
2993.0,047,36,086600
3416.0,047,36,086800
3285.0,047,36,087000
2856.0,047,36,087200
3291.0,047,36,087401
1513.0,047,36,087600
2658.0,047,36,087800
2876.0,047,36,088000
6750.0,047,36,088200
5305.0,047,36,088400
4473.0,047,36,088600
4125.0,047,36,088800
6370.0,047,36,089000
3756.0,047,36,089200
3794.0,047,36,089400
3471.0,047,36,089600
1676.0,047,36,089800
5283.0,047,36,090000
3339.0,047,36,090200
4017.0,047,36,090600
6254.0,047,36,090800
5201.0,047,36,091000
6920.0,047,36,091200
4202.0,047,36,091600
2759.0,047,36,091800
3229.0,047,36,092000
2909.0,047,36,092200
3314.0,047,36,092400
2987.0,047,36,092800
2749.0,047,36,093000
1256.0,047,36,093200
2393.0,047,36,093400
1863.0,047,36,093600
2315.0,047,36,093800
3896.0,047,36,094401
2897.0,047,36,094402
1812.0,047,36,094600
3252.0,047,36,095000
4557.0,047,36,095400
4709.0,047,36,095600
3820.0,047,36,095800
0.0,047,36,096000
2055.0,047,36,096200
1875.0,047,36,096400
2445.0,047,36,096600
1513.0,047,36,096800
2526.0,047,36,097000
2967.0,047,36,097400
4241.0,047,36,098200
2143.0,047,36,098400
3107.0,047,36,098600
3283.0,047,36,098800
1774.0,047,36,099000
2072.0,047,36,099200
1838.0,047,36,099400
4225.0,047,36,099600
3361.0,047,36,099800
2887.0,047,36,100400
2686.0,047,36,100600
2232.0,047,36,100800
2277.0,047,36,101000
2261.0,047,36,101200
2186.0,047,36,101400
1710.0,047,36,101600
1767.0,047,36,101800
2171.0,047,36,102000
2091.0,047,36,102200
2203.0,047,36,102400
2448.0,047,36,102600
1767.0,047,36,102800
3918.0,047,36,103400
5913.0,047,36,105801
6475.0,047,36,105804
1348.0,047,36,107000
4276.0,047,36,107800
2256.0,047,36,109800
4906.0,047,36,110400
4284.0,047,36,110600
3400.0,047,36,111000
3836.0,047,36,111600
3093.0,047,36,111800
3069.0,047,36,112000
3810.0,047,36,112200
3160.0,047,36,112400
3601.0,047,36,112600
3688.0,047,36,112800
4194.0,047,36,113000
1939.0,047,36,113200
3182.0,047,36,113400
1860.0,047,36,114201
2848.0,047,36,114202
2144.0,047,36,114400
3416.0,047,36,114600
2796.0,047,36,115000
2947.0,047,36,115200
4075.0,047,36,115600
2814.0,047,36,115800
2031.0,047,36,116000
2329.0,047,36,116200
3013.0,047,36,116400
2977.0,047,36,116600
1399.0,047,36,116800
1783.0,047,36,117000
2375.0,047,36,117201
2937.0,047,36,117202
4451.0,047,36,117400
3198.0,047,36,117601
2958.0,047,36,117602
1732.0,047,36,117800
0.0,047,36,118000
2962.0,047,36,118201
3066.0,047,36,118202
5465.0,047,36,118400
2453.0,047,36,118600
4627.0,047,36,118800
2533.0,047,36,119000
3269.0,047,36,119200
3960.0,047,36,119400
5203.0,047,36,119600
3264.0,047,36,119800
2330.0,047,36,120000
2018.0,047,36,120200
8851.0,047,36,120800
4157.0,047,36,121000
4608.0,047,36,121400
5903.0,047,36,122000
6610.0,047,36,123700
2848.0,047,36,150200
3496.0,047,36,152200
0.0,047,36,990100
2523.0,049,36,950100
4553.0,049,36,950200
7880.0,049,36,950300
2884.0,049,36,950400
2326.0,049,36,950500
1860.0,049,36,950600
5081.0,049,36,950700
4192.0,051,36,030100
5249.0,051,36,030201
5752.0,051,36,030202
3324.0,051,36,030300
3610.0,051,36,030400
3064.0,051,36,030500
4205.0,051,36,030600
7665.0,051,36,030700
6274.0,051,36,030800
2434.0,051,36,030900
1136.0,051,36,031000
4768.0,051,36,031100
3793.0,051,36,031200
4627.0,051,36,031300
4529.0,051,36,031400
2595.0,053,36,030101
4904.0,053,36,030102
3687.0,053,36,030103
3631.0,053,36,030200
5351.0,053,36,030300
7326.0,053,36,030401
3008.0,053,36,030402
4975.0,053,36,030403
3287.0,053,36,030501
3767.0,053,36,030502
7249.0,053,36,030600
6787.0,053,36,030700
3460.0,053,36,030800
4237.0,053,36,030900
5298.0,053,36,031000
2527.0,053,36,031100
2335.0,055,36,000200
2255.0,055,36,000700
3522.0,055,36,001000
1924.0,055,36,001300
924.0,055,36,001500
5264.0,055,36,001800
2617.0,055,36,001900
4436.0,055,36,002000
3765.0,055,36,002100
2935.0,055,36,002200
3721.0,055,36,002300
3105.0,055,36,002400
1610.0,055,36,002700
4023.0,055,36,002900
2152.0,055,36,003000
4538.0,055,36,003100
1723.0,055,36,003200
1461.0,055,36,003300
2531.0,055,36,003400
1726.0,055,36,003500
2454.0,055,36,003600
3416.0,055,36,003700
2506.0,055,36,003802
6932.0,055,36,003805
2201.0,055,36,003900
1524.0,055,36,004000
1136.0,055,36,004100
2595.0,055,36,004602
3098.0,055,36,004701
2182.0,055,36,004702
2578.0,055,36,004800
2015.0,055,36,004900
2004.0,055,36,005000
1249.0,055,36,005100
1638.0,055,36,005200
2039.0,055,36,005300
4307.0,055,36,005400
2194.0,055,36,005500
2725.0,055,36,005600
1881.0,055,36,005700
4257.0,055,36,005800
1508.0,055,36,005900
3004.0,055,36,006000
2544.0,055,36,006100
2626.0,055,36,006200
2800.0,055,36,006300
2483.0,055,36,006400
1824.0,055,36,006500
1840.0,055,36,006600
3130.0,055,36,006700
2988.0,055,36,006800
1868.0,055,36,006900
3105.0,055,36,007000
3204.0,055,36,007100
2681.0,055,36,007500
3087.0,055,36,007600
2599.0,055,36,007700
2648.0,055,36,007801
1521.0,055,36,007802
1975.0,055,36,007900
2248.0,055,36,008000
4371.0,055,36,008100
3276.0,055,36,008200
3894.0,055,36,008301
2869.0,055,36,008400
3497.0,055,36,008500
4072.0,055,36,008600
3316.0,055,36,008701
1554.0,055,36,008702
2555.0,055,36,008800
1347.0,055,36,009200
2588.0,055,36,009301
1489.0,055,36,009302
4503.0,055,36,009400
3172.0,055,36,009500
1279.0,055,36,009601
1810.0,055,36,009602
2190.0,055,36,009603
987.0,055,36,009604
3735.0,055,36,010100
3822.0,055,36,010200
3695.0,055,36,010300
4642.0,055,36,010400
4605.0,055,36,010500
2833.0,055,36,010601
4005.0,055,36,010602
3480.0,055,36,010700
2944.0,055,36,010800
5162.0,055,36,010901
3117.0,055,36,010902
5195.0,055,36,011000
4230.0,055,36,011100
3694.0,055,36,011201
1932.0,055,36,011203
5268.0,055,36,011205
4941.0,055,36,011207
5464.0,055,36,011208
7468.0,055,36,011301
6003.0,055,36,011302
9314.0,055,36,011400
7049.0,055,36,011501
5720.0,055,36,011503
6346.0,055,36,011504
6058.0,055,36,011505
6244.0,055,36,011601
1130.0,055,36,011603
2509.0,055,36,011604
2062.0,055,36,011605
8697.0,055,36,011703
4979.0,055,36,011705
4756.0,055,36,011706
7181.0,055,36,011707
3435.0,055,36,011708
5383.0,055,36,011800
6277.0,055,36,011901
5858.0,055,36,011902
2843.0,055,36,012000
3836.0,055,36,012100
5987.0,055,36,012201
3525.0,055,36,012202
5904.0,055,36,012301
4379.0,055,36,012304
4271.0,055,36,012305
5509.0,055,36,012306
3062.0,055,36,012401
6191.0,055,36,012402
4365.0,055,36,012500
4728.0,055,36,012600
3747.0,055,36,012700
4683.0,055,36,012800
5243.0,055,36,012900
7650.0,055,36,013001
6459.0,055,36,013002
6370.0,055,36,013101
5979.0,055,36,013103
5192.0,055,36,013104
6152.0,055,36,013203
8389.0,055,36,013204
4773.0,055,36,013205
6691.0,055,36,013206
3494.0,055,36,013300
4355.0,055,36,013401
3506.0,055,36,013402
5392.0,055,36,013503
3919.0,055,36,013505
8597.0,055,36,013506
5773.0,055,36,013507
3910.0,055,36,013508
5137.0,055,36,013601
5613.0,055,36,013603
5347.0,055,36,013604
2319.0,055,36,013701
3662.0,055,36,013702
5794.0,055,36,013800
4020.0,055,36,013901
4041.0,055,36,013902
4741.0,055,36,014001
4653.0,055,36,014003
3921.0,055,36,014004
3987.0,055,36,014102
4405.0,055,36,014103
3556.0,055,36,014104
6821.0,055,36,014202
6514.0,055,36,014203
2475.0,055,36,014204
3023.0,055,36,014301
5178.0,055,36,014302
4659.0,055,36,014400
4069.0,055,36,014501
3337.0,055,36,014503
5530.0,055,36,014504
5616.0,055,36,014505
5375.0,055,36,014601
4800.0,055,36,014602
4762.0,055,36,014700
5204.0,055,36,014802
3703.0,055,36,014803
6901.0,055,36,014804
5825.0,055,36,014901
5198.0,055,36,014903
5499.0,055,36,014905
3619.0,055,36,014906
5627.0,055,36,015000
4920.0,055,36,015101
4184.0,055,36,015102
6889.0,055,36,015200
2976.0,055,36,015301
3052.0,055,36,015303
4434.0,055,36,015304
3782.0,055,36,015400
0.0,055,36,980000
11.0,055,36,980100
0.0,055,36,990000
2229.0,057,36,070200
2195.0,057,36,070300
1774.0,057,36,070400
2639.0,057,36,070500
2094.0,057,36,070600
2821.0,057,36,070700
2534.0,057,36,070800
1777.0,057,36,070900
5990.0,057,36,072100
3783.0,057,36,072200
3220.0,057,36,072300
2566.0,057,36,072400
4197.0,057,36,072500
3642.0,057,36,072600
4240.0,057,36,072700
3966.0,057,36,072800
5140.0,059,36,300100
4175.0,059,36,300300
6008.0,059,36,300400
5227.0,059,36,300500
6739.0,059,36,300600
6254.0,059,36,300700
4280.0,059,36,300800
8504.0,059,36,300900
5826.0,059,36,301000
6601.0,059,36,301101
4604.0,059,36,301102
6137.0,059,36,301200
4343.0,059,36,301300
2047.0,059,36,301400
3095.0,059,36,301500
4764.0,059,36,301600
2719.0,059,36,301700
5260.0,059,36,301800
2736.0,059,36,301900
4975.0,059,36,302000
4258.0,059,36,302101
3613.0,059,36,302102
4243.0,059,36,302200
4727.0,059,36,302300
5189.0,059,36,302400
2675.0,059,36,302501
2681.0,059,36,302502
2585.0,059,36,302600
4483.0,059,36,302700
6408.0,059,36,302800
4483.0,059,36,302900
5793.0,059,36,303000
3654.0,059,36,303101
4215.0,059,36,303102
3936.0,059,36,303201
4243.0,059,36,303202
3194.0,059,36,303301
4088.0,059,36,303302
2581.0,059,36,303400
5122.0,059,36,303500
7042.0,059,36,303600
6907.0,059,36,303700
4796.0,059,36,303800
4195.0,059,36,303900
2575.0,059,36,304001
4365.0,059,36,304002
4233.0,059,36,304100
3573.0,059,36,304202
5731.0,059,36,304203
4618.0,059,36,304204
3335.0,059,36,404300
5016.0,059,36,404400
4243.0,059,36,404500
4345.0,059,36,404600
6079.0,059,36,404700
7158.0,059,36,404800
5956.0,059,36,404901
5186.0,059,36,404902
5665.0,059,36,405000
7693.0,059,36,405100
7322.0,059,36,405200
3528.0,059,36,405301
4269.0,059,36,405302
8499.0,059,36,405400
5617.0,059,36,405500
4561.0,059,36,405600
5127.0,059,36,405700
4275.0,059,36,405800
5140.0,059,36,405900
4731.0,059,36,406001
3484.0,059,36,406002
3129.0,059,36,406100
2745.0,059,36,406201
6577.0,059,36,406202
3585.0,059,36,406300
6940.0,059,36,406400
6697.0,059,36,406501
4226.0,059,36,406600
2967.0,059,36,406701
4896.0,059,36,406702
4614.0,059,36,406801
4439.0,059,36,406802
7214.0,059,36,406900
8188.0,059,36,407000
5686.0,059,36,407101
6425.0,059,36,407102
5084.0,059,36,407201
3236.0,059,36,407203
2705.0,059,36,407204
6841.0,059,36,407301
4883.0,059,36,407302
5465.0,059,36,407401
3960.0,059,36,407402
5091.0,059,36,407501
5515.0,059,36,407502
5605.0,059,36,407600
5053.0,059,36,407700
5561.0,059,36,407801
1931.0,059,36,407802
6101.0,059,36,407900
6221.0,059,36,408000
6483.0,059,36,408100
6317.0,059,36,408200
6676.0,059,36,408300
3916.0,059,36,408400
6062.0,059,36,408500
4723.0,059,36,408600
4470.0,059,36,408700
6727.0,059,36,408800
5737.0,059,36,408900
5785.0,059,36,409000
4978.0,059,36,409100
6001.0,059,36,409200
4515.0,059,36,409300
4272.0,059,36,409400
3865.0,059,36,409500
5072.0,059,36,409600
4098.0,059,36,409700
5831.0,059,36,409800
8859.0,059,36,409900
3907.0,059,36,410000
5794.0,059,36,410100
3876.0,059,36,410200
6932.0,059,36,410300
5230.0,059,36,410400
7205.0,059,36,410500
7093.0,059,36,410600
6296.0,059,36,410700
4870.0,059,36,410800
6599.0,059,36,410900
5114.0,059,36,411000
4632.0,059,36,411100
6652.0,059,36,411200
3987.0,059,36,411301
7004.0,059,36,411302
6563.0,059,36,411400
2732.0,059,36,411500
6526.0,059,36,411600
6043.0,059,36,411700
5985.0,059,36,411800
3673.0,059,36,411901
4098.0,059,36,411902
5828.0,059,36,412000
6327.0,059,36,412100
5319.0,059,36,412200
3241.0,059,36,412301
3506.0,059,36,412302
5717.0,059,36,412400
4189.0,059,36,412500
3807.0,059,36,412600
3802.0,059,36,412700
3140.0,059,36,412800
6032.0,059,36,412900
4069.0,059,36,413001
3706.0,059,36,413002
5110.0,059,36,413100
6004.0,059,36,413200
6157.0,059,36,413300
5767.0,059,36,413400
8407.0,059,36,413500
5514.0,059,36,413600
5118.0,059,36,413700
4052.0,059,36,413803
3478.0,059,36,413804
7491.0,059,36,413900
4237.0,059,36,414001
4947.0,059,36,414002
6355.0,059,36,414100
5346.0,059,36,414201
4299.0,059,36,414202
3849.0,059,36,414301
4829.0,059,36,414303
3645.0,059,36,414304
5480.0,059,36,414400
5251.0,059,36,414501
4163.0,059,36,414502
3728.0,059,36,414600
4693.0,059,36,414700
6473.0,059,36,414800
7185.0,059,36,414900
5980.0,059,36,415000
2567.0,059,36,415101
4944.0,059,36,415102
3385.0,059,36,415201
3932.0,059,36,415202
6009.0,059,36,415300
5216.0,059,36,415401
4497.0,059,36,415402
2686.0,059,36,415500
5407.0,059,36,415600
5908.0,059,36,415700
7175.0,059,36,415802
4027.0,059,36,416000
6923.0,059,36,416100
3605.0,059,36,416201
4718.0,059,36,416202
3605.0,059,36,416300
4185.0,059,36,416401
3069.0,059,36,416402
6197.0,059,36,416500
5691.0,059,36,416600
4491.0,059,36,416701
4133.0,059,36,416702
2172.0,059,36,416801
3732.0,059,36,416802
3832.0,059,36,416900
3589.0,059,36,517000
5262.0,059,36,517101
2366.0,059,36,517102
8280.0,059,36,517200
2849.0,059,36,517301
4900.0,059,36,517302
5069.0,059,36,517400
3883.0,059,36,517500
4860.0,059,36,517600
8099.0,059,36,517701
2793.0,059,36,517705
3473.0,059,36,517801
3229.0,059,36,517802
5038.0,059,36,517901
2809.0,059,36,517902
6226.0,059,36,518000
2865.0,059,36,518100
4319.0,059,36,518201
4420.0,059,36,518203
4129.0,059,36,518204
5785.0,059,36,518300
4531.0,059,36,518400
