rsid,bbl,tid,longi,lat,street,inaddress,type1,type2,outadd,tigerlineid
13395,3064970030,36047016700,-73.977974,40.66431,R,"760 E 10TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"760 10TH ST, BROOKLYN, NY, 11215",59078276
13396,3064970030,36047016700,-73.978,40.66432,R,"758 E 10TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"758 10TH ST, BROOKLYN, NY, 11215",59078276
13397,3064970038,36047016700,-73.97776,40.664204,R,"778 E 10TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"778 10TH ST, BROOKLYN, NY, 11215",59078276
13398,3064970044,36047046000,-73.967926,40.62935,L,"901 AVENUE H ,, BROOKLYN,, NY,, 11230",Match,Exact,"901 AVE H, BROOKLYN, NY, 11230",59081135
13399,3064970057,36047046000,-73.9681,40.62989,L,"777 E 9TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"777 E 9TH ST, BROOKLYN, NY, 11230",59081101
13400,3064970058,36047046000,-73.96812,40.629967,L,"773 E 9TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"773 E 9TH ST, BROOKLYN, NY, 11230",59081101
13401,3064970060,36047046000,-73.96812,40.630005,L,"771 E 9TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"771 E 9TH ST, BROOKLYN, NY, 11230",59081101
13402,3064970062,36047046000,-73.96814,40.63012,L,"765 E 9TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"765 E 9TH ST, BROOKLYN, NY, 11230",59081101
13403,3064980001,36047046000,-73.96747,40.631954,R,"1002 FOSTER AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"1002 FOSTER AVE, BROOKLYN, NY, 11230",59081122
13404,3064980055,36047046000,-73.966995,40.629448,L,"1001 AVENUE H ,, BROOKLYN,, NY,, 11230",Match,Exact,"1001 AVE H, BROOKLYN, NY, 11230",59081137
13405,3064980068,36047046000,-73.96726,40.630463,L,"759 E 10TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"759 E 10TH ST, BROOKLYN, NY, 11230",59081125
13406,3065010013,36047046201,-73.973885,40.62887,R,"334 FOSTER AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"334 FOSTER AVE, BROOKLYN, NY, 11230",59080837
13407,3065010018,36047046201,-73.973495,40.62906,R,"402 FOSTER AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"402 FOSTER AVE, BROOKLYN, NY, 11230",59080837
13408,3065010036,36047046201,-73.97268,40.6284,R,"950 E 5TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"950 E 5TH ST, BROOKLYN, NY, 11230",59080838
13409,3065030020,36047046201,-73.97165,40.628967,R,"800 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"800 OCEAN PKWY, BROOKLYN, NY, 11230",640848030
13410,3065030030,36047046201,-73.97157,40.628586,R,"820 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"820 OCEAN PKWY, BROOKLYN, NY, 11230",640848030
13411,3065030051,36047046201,-73.97237,40.627457,L,"505 ELMWOOD AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"505 ELMWOOD AVE, BROOKLYN, NY, 11230",640848031
13412,3065030008,36047046201,-73.97175,40.62954,R,"770 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"770 OCEAN PKWY, BROOKLYN, NY, 11230",640848030
13413,3065030083,36047046201,-73.97278,40.629017,L,"915 E 5TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"915 E 5TH ST, BROOKLYN, NY, 11230",59080838
13414,3065030083,36047046201,-73.9728,40.62913,L,"909 E 5TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"909 E 5TH ST, BROOKLYN, NY, 11230",59080838
13415,3065070001,36047046201,-73.97323,40.62735,R,"414 ELMWOOD AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"414 ELMWOOD AVE, BROOKLYN, NY, 11230",59080841
13416,3065080022,36047046201,-73.97208,40.62646,L,"515 AVENUE I ,, BROOKLYN,, NY,, 11230",Match,Exact,"515 AVE I, BROOKLYN, NY, 11230",640848143
13417,3065090013,36047045800,-73.97099,40.628464,L,"825 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"825 OCEAN PKWY, BROOKLYN, NY, 11230",640848091
13418,3065110001,36047045600,-73.96886,40.629234,R,"800 AVENUE H ,, BROOKLYN,, NY,, 11230",Match,Exact,"800 AVE H, BROOKLYN, NY, 11230",59081111
13419,3065110012,36047045600,-73.96789,40.628677,R,"830 E 9TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"830 E 9TH ST, BROOKLYN, NY, 11230",642832069
13420,3065110012,36047045600,-73.96794,40.62899,R,"814 E 9TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"814 E 9TH ST, BROOKLYN, NY, 11230",642832069
13421,3065120001,36047045600,-73.967926,40.629337,R,"900 AVENUE H ,, BROOKLYN,, NY,, 11230",Match,Exact,"900 AVE H, BROOKLYN, NY, 11230",59081135
13422,3006510021,36047010100,-73.99795,40.66134,R,"214 24TH ST,, BROOKLYN,, NY,, 11232",Match,Exact,"214 24TH ST, BROOKLYN, NY, 11232",59075521
13423,3065120012,36047045600,-73.966965,40.62883,R,"820 E 10TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"820 E 10TH ST, BROOKLYN, NY, 11230",642832091
13424,3065120075,36047045600,-73.96789,40.62877,L,"825 E 9TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"825 E 9TH ST, BROOKLYN, NY, 11230",642832069
13425,3065130001,36047045600,-73.96698,40.62944,R,"1002 AVENUE H ,, BROOKLYN,, NY,, 11230",Match,Exact,"1002 AVE H, BROOKLYN, NY, 11230",59081137
13426,3065130001,36047045600,-73.96706,40.629364,L,"801 E 10TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"801 E 10TH ST, BROOKLYN, NY, 11230",642832091
13427,3065130073,36047045600,-73.966934,40.62875,L,"829 E 10TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"829 E 10TH ST, BROOKLYN, NY, 11230",642832091
13428,3065180005,36047046202,-73.971176,40.626453,R,"902 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"902 OCEAN PKWY, BROOKLYN, NY, 11230",640848148
13429,3065180059,36047046202,-73.970764,40.62429,R,"1000 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"1000 OCEAN PKWY, BROOKLYN, NY, 11230",640848151
13430,3065230023,36047045600,-73.965324,40.62551,R,"1320 CONEY ISLAND AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"1320 CONEY ISLAND AVE, BROOKLYN, NY, 11230",59097922
13431,3065230027,36047045600,-73.96599,40.624683,L,"1013 AVENUE J ,, BROOKLYN,, NY,, 11230",Match,Exact,"1013 AVE J, BROOKLYN, NY, 11230",59089603
13432,3065310006,36047045600,-73.96597,40.624672,R,"1014 AVENUE J ,, BROOKLYN,, NY,, 11230",Match,Exact,"1014 AVE J, BROOKLYN, NY, 11230",59089603
13433,3065320049,36047045200,-73.96906,40.61946,L,"615 AVENUE L ,, BROOKLYN,, NY,, 11230",Match,Exact,"615 AVE L, BROOKLYN, NY, 11230",640848235
13434,3065320057,36047045200,-73.96936,40.61991,L,"1185 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"1185 OCEAN PKWY, BROOKLYN, NY, 11230",640848236
13435,3065320057,36047045200,-73.96942,40.620197,L,"1171 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"1171 OCEAN PKWY, BROOKLYN, NY, 11230",640848236
13436,3065320076,36047045200,-73.969635,40.62126,L,"1119 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"1119 OCEAN PKWY, BROOKLYN, NY, 11230",640848236
13437,3065360010,36047045400,-73.96554,40.62228,R,"1012 AVENUE K ,, BROOKLYN,, NY,, 11230",Match,Exact,"1012 AVE K, BROOKLYN, NY, 11230",59089610
13438,3065360011,36047045400,-73.964645,40.621925,R,"1456 CONEY ISLAND AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"1456 CONEY ISLAND AVE, BROOKLYN, NY, 11230",59089611
13439,3065360012,36047045400,-73.96464,40.621883,R,"1458 CONEY ISLAND AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"1458 CONEY ISLAND AVE, BROOKLYN, NY, 11230",59089611
13440,3065360013,36047045400,-73.96462,40.621796,R,"1462 CONEY ISLAND AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"1462 CONEY ISLAND AVE, BROOKLYN, NY, 11230",59089611
13441,3065360013,36047045400,-73.96461,40.621754,R,"1464 CONEY ISLAND AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"1464 CONEY ISLAND AVE, BROOKLYN, NY, 11230",59089611
13442,3065360013,36047045400,-73.9646,40.62171,R,"1466 CONEY ISLAND AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"1466 CONEY ISLAND AVE, BROOKLYN, NY, 11230",59089611
13443,3065360013,36047045400,-73.96459,40.62167,R,"1468 CONEY ISLAND AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"1468 CONEY ISLAND AVE, BROOKLYN, NY, 11230",59089611
13444,3065360013,36047045400,-73.964584,40.621628,R,"1470 CONEY ISLAND AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"1470 CONEY ISLAND AVE, BROOKLYN, NY, 11230",59089611
13445,3065360013,36047045400,-73.96457,40.62154,R,"1474 CONEY ISLAND AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"1474 CONEY ISLAND AVE, BROOKLYN, NY, 11230",59089611
13446,3065360013,36047045400,-73.96456,40.6215,R,"1476 CONEY ISLAND AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"1476 CONEY ISLAND AVE, BROOKLYN, NY, 11230",59089611
13447,3065360013,36047045400,-73.964554,40.621456,R,"1478 CONEY ISLAND AVE,, BROOKLYN,, NY,, 11230",Match,Exact,"1478 CONEY ISLAND AVE, BROOKLYN, NY, 11230",59089611
13448,3065380038,36047044800,-73.97248,40.617332,R,"1366 E 3RD ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1366 E 3RD ST, BROOKLYN, NY, 11230",59089375
13449,3065400027,36047044800,-73.97163,40.61793,L,"1345 E 4TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1345 E 4TH ST, BROOKLYN, NY, 11230",59098256
13450,3065400027,36047044800,-73.97071,40.61801,R,"1350 E 5TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1350 E 5TH ST, BROOKLYN, NY, 11230",59089370
13451,3065410024,36047044800,-73.969666,40.618443,R,"1236 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"1236 OCEAN PKWY, BROOKLYN, NY, 11230",640849293
13452,3065420001,36047045200,-73.96923,40.61924,L,"1201 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"1201 OCEAN PKWY, BROOKLYN, NY, 11230",640849291
13453,3065420070,36047045200,-73.969025,40.618134,L,"1255 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"1255 OCEAN PKWY, BROOKLYN, NY, 11230",640849291
13454,3065420070,36047045200,-73.96914,40.61875,L,"1225 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"1225 OCEAN PKWY, BROOKLYN, NY, 11230",640849291
13455,3065480047,36047044600,-73.97575,40.615833,R,"5914 23RD AVE,, BROOKLYN,, NY,, 11204",Match,Exact,"5914 23RD AVE, BROOKLYN, NY, 11204",59089356
13456,3065480049,36047044600,-73.975784,40.615803,R,"5920 23RD AVE,, BROOKLYN,, NY,, 11204",Match,Exact,"5920 23RD AVE, BROOKLYN, NY, 11204",59089356
13457,3065510006,36047043600,-73.97968,40.615517,L,"6201 BAY PKWY,, BROOKLYN,, NY,, 11204",Match,Exact,"6201 BAY PKWY, BROOKLYN, NY, 11204",59089311
13458,3065520001,36047043600,-73.9803,40.614918,L,"6309 BAY PKWY,, BROOKLYN,, NY,, 11204",Match,Exact,"6309 BAY PKWY, BROOKLYN, NY, 11204",59089309
13459,3065520043,36047043600,-73.97812,40.61355,R,"6314 23RD AVE,, BROOKLYN,, NY,, 11204",Match,Exact,"6314 23RD AVE, BROOKLYN, NY, 11204",59089409
13460,3065520049,36047043600,-73.97929,40.613537,L,"2271 64TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2271 64TH ST, BROOKLYN, NY, 11204",59089395
13461,3065520049,36047043600,-73.97944,40.61363,L,"2263 64TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2263 64TH ST, BROOKLYN, NY, 11204",59089395
13462,3065520068,36047043600,-73.98016,40.614067,L,"2225 64TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2225 64TH ST, BROOKLYN, NY, 11204",59089395
13463,3065520070,36047043600,-73.98028,40.614136,L,"2219 64TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2219 64TH ST, BROOKLYN, NY, 11204",59089395
13464,3065520008,36047043600,-73.98026,40.614956,L,"6301 BAY PKWY,, BROOKLYN,, NY,, 11204",Match,Exact,"6301 BAY PKWY, BROOKLYN, NY, 11204",59089309
13465,3065530012,36047043600,-73.98021,40.614082,R,"2222 64TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2222 64TH ST, BROOKLYN, NY, 11204",59089395
13466,3065530012,36047043600,-73.98036,40.614174,R,"2214 64TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2214 64TH ST, BROOKLYN, NY, 11204",59089395
13467,3065530035,36047043600,-73.979294,40.613525,R,"2270 64TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2270 64TH ST, BROOKLYN, NY, 11204",59089395
13468,3065530038,36047043600,-73.978645,40.613045,R,"6402 23RD AVE,, BROOKLYN,, NY,, 11204",Match,Exact,"6402 23RD AVE, BROOKLYN, NY, 11204",59089411
13469,3065530006,36047043600,-73.98059,40.61431,R,"2202 64TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2202 64TH ST, BROOKLYN, NY, 11204",59089395
13470,3065560006,36047044600,-73.976906,40.614693,L,"6109 23RD AVE,, BROOKLYN,, NY,, 11204",Match,Exact,"6109 23RD AVE, BROOKLYN, NY, 11204",59089352
13471,3065560009,36047044600,-73.976875,40.61472,L,"6103 23RD AVE,, BROOKLYN,, NY,, 11204",Match,Exact,"6103 23RD AVE, BROOKLYN, NY, 11204",59089352
13472,3065580001,36047043600,-73.97807,40.61357,L,"6309 23RD AVE,, BROOKLYN,, NY,, 11204",Match,Exact,"6309 23RD AVE, BROOKLYN, NY, 11204",59089409
13473,3065580008,36047043600,-73.978035,40.61361,L,"6301 23RD AVE,, BROOKLYN,, NY,, 11204",Match,Exact,"6301 23RD AVE, BROOKLYN, NY, 11204",59089409
13474,3065590001,36047043600,-73.97894,40.61234,L,"2307 65TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2307 65TH ST, BROOKLYN, NY, 11204",59089408
13475,3065590001,36047043600,-73.97915,40.612465,L,"2301 65TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2301 65TH ST, BROOKLYN, NY, 11204",59089408
13476,3065590036,36047043600,-73.97644,40.611717,R,"6402 24TH AVE,, BROOKLYN,, NY,, 11204",Match,Exact,"6402 24TH AVE, BROOKLYN, NY, 11204",59089489
13477,3065590068,36047043600,-73.97828,40.611935,L,"2325 65TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2325 65TH ST, BROOKLYN, NY, 11204",59089415
13478,3065590070,36047043600,-73.97838,40.612,L,"2321 65TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2321 65TH ST, BROOKLYN, NY, 11204",59089415
13479,3065590072,36047043600,-73.97866,40.61217,L,"2315 65TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2315 65TH ST, BROOKLYN, NY, 11204",59089408
13480,3065590074,36047043600,-73.978874,40.612297,L,"2309 65TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2309 65TH ST, BROOKLYN, NY, 11204",59089408
13481,3065600001,36047043600,-73.97569,40.612274,L,"2401 63RD ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2401 63RD ST, BROOKLYN, NY, 11204",59089488
13482,3065610019,36047043600,-73.97539,40.612083,R,"2430 63RD ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2430 63RD ST, BROOKLYN, NY, 11204",59089488
13483,3065610030,36047043600,-73.97533,40.61115,L,"2453 64TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2453 64TH ST, BROOKLYN, NY, 11204",59089490
13484,3065610007,36047043600,-73.97568,40.612255,R,"2402 63RD ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2402 63RD ST, BROOKLYN, NY, 11204",59089488
13485,3065620001,36047043400,-73.97649,40.611656,L,"6413 24TH AVE,, BROOKLYN,, NY,, 11204",Match,Exact,"6413 24TH AVE, BROOKLYN, NY, 11204",59089489
13486,3065620012,36047043400,-73.975945,40.611507,R,"2416 64TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2416 64TH ST, BROOKLYN, NY, 11204",59089490
13487,3065620013,36047043400,-73.975876,40.611465,R,"2420 64TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2420 64TH ST, BROOKLYN, NY, 11204",59089490
13488,3065620014,36047043400,-73.975845,40.611446,R,"2422 64TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2422 64TH ST, BROOKLYN, NY, 11204",59089490
13489,3065620017,36047043400,-73.97578,40.611404,R,"2426 64TH ST,, BROOKLYN,, NY,, 11204",Match,Exact,"2426 64TH ST, BROOKLYN, NY, 11204",59089490
13490,3065620041,36047043400,-73.97427,40.60992,R,"1560 DAHILL RD,, BROOKLYN,, NY,, 11204",Match,Exact,"1560 DAHILL RD, BROOKLYN, NY, 11204",59089511
13491,3065620041,36047043400,-73.97429,40.61,R,"1556 DAHILL RD,, BROOKLYN,, NY,, 11204",Match,Exact,"1556 DAHILL RD, BROOKLYN, NY, 11204",59089511
13492,3065620006,36047043400,-73.97642,40.611717,L,"6401 24TH AVE,, BROOKLYN,, NY,, 11204",Match,Exact,"6401 24TH AVE, BROOKLYN, NY, 11204",59089489
13493,3065627502,36047043400,-73.974304,40.610085,R,"1552 DAHILL RD,, BROOKLYN,, NY,, 11204",Match,Exact,"1552 DAHILL RD, BROOKLYN, NY, 11204",59089511
13494,3065640019,36047044600,-73.97323,40.615837,R,"1388 E 2ND ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1388 E 2ND ST, BROOKLYN, NY, 11230",59089374
13496,3065650052,36047044400,-73.97297,40.614536,L,"1447 E 2ND ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1447 E 2ND ST, BROOKLYN, NY, 11230",59089374
13497,3065650062,36047044400,-73.97303,40.614838,L,"1431 E 2ND ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1431 E 2ND ST, BROOKLYN, NY, 11230",59089374
13498,3065650068,36047044400,-73.97308,40.61514,L,"1415 E 2ND ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1415 E 2ND ST, BROOKLYN, NY, 11230",59089374
13499,3065650073,36047044400,-73.97315,40.615482,L,"1397 E 2ND ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1397 E 2ND ST, BROOKLYN, NY, 11230",59089374
13500,3065660020,36047044400,-73.97128,40.616055,R,"1424 E 4TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1424 E 4TH ST, BROOKLYN, NY, 11230",59089379
13501,3065660020,36047044400,-73.9713,40.61614,R,"1420 E 4TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1420 E 4TH ST, BROOKLYN, NY, 11230",59089379
13502,3065660054,36047044400,-73.972015,40.615017,L,"1463 E 3RD ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1463 E 3RD ST, BROOKLYN, NY, 11230",59089377
13503,3065670025,36047044400,-73.970345,40.61608,R,"1428 E 5TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1428 E 5TH ST, BROOKLYN, NY, 11230",59089618
13504,3065680015,36047044400,-73.9693,40.616505,R,"1314 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"1314 OCEAN PKWY, BROOKLYN, NY, 11230",640848345
13505,3065680027,36047044400,-73.96916,40.615765,R,"1350 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"1350 OCEAN PKWY, BROOKLYN, NY, 11230",640848345
13506,3065680033,36047044400,-73.969124,40.615562,R,"1360 OCEAN PKWY,, BROOKLYN,, NY,, 11230",Match,Exact,"1360 OCEAN PKWY, BROOKLYN, NY, 11230",640848345
13507,3065680078,36047044400,-73.97033,40.616085,L,"1429 E 5TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1429 E 5TH ST, BROOKLYN, NY, 11230",59089618
13508,3065710011,36047044400,-73.965645,40.616848,R,"1320 E 9TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1320 E 9TH ST, BROOKLYN, NY, 11230",59089640
13509,3065710023,36047044400,-73.96553,40.616222,R,"1352 E 9TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1352 E 9TH ST, BROOKLYN, NY, 11230",59089640
13510,3065710023,36047044400,-73.96557,40.61646,R,"1340 E 9TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1340 E 9TH ST, BROOKLYN, NY, 11230",59089640
13511,3006570018,36047010100,-73.999954,40.66072,R,"158 26TH ST,, BROOKLYN,, NY,, 11232",Match,Exact,"158 26TH ST, BROOKLYN, NY, 11232",59098027
13512,3065720039,36047045400,-73.964485,40.61572,R,"1376 E 10TH ST,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1376 E 10TH ST, BROOKLYN, NY, 11230",59089648
13513,3065730043,36047045400,-73.964615,40.617508,L,"1015 AVENUE N ,, BROOKLYN,, NY,, 11230",Match,Non_Exact,"1015 AVE M, BROOKLYN, NY, 11230",59089680
13514,3065750007,36047043000,-73.98383,40.611526,L,"6815 BAY PKWY,, BROOKLYN,, NY,, 11204",Match,Exact,"6815 BAY PKWY, BROOKLYN, NY, 11204",59088541
13515,3065750007,36047043000,-73.98338,40.611954,L,"6801 BAY PKWY,, BROOKLYN,, NY,, 11204",Match,Exact,"6801 BAY PKWY, BROOKLYN, NY, 11204",59089386
13516,3065760022,36047043000,-73.98238,40.611824,R,"1436 W 8TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1436 W 8TH ST, BROOKLYN, NY, 11204",59089389
13517,3065760026,36047043000,-73.982346,40.611618,R,"1446 W 8TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1446 W 8TH ST, BROOKLYN, NY, 11204",59089389
13518,3065760043,36047043000,-73.982185,40.61042,L,"79 AVENUE O ,, BROOKLYN,, NY,, 11204",Match,Exact,"79 AVE O, BROOKLYN, NY, 11204",59089399
13519,3065760043,36047043000,-73.98254,40.61038,L,"69 AVENUE O ,, BROOKLYN,, NY,, 11204",Match,Exact,"69 AVE O, BROOKLYN, NY, 11204",59089399
13520,3065760048,36047043000,-73.982605,40.61037,L,"67 AVENUE O ,, BROOKLYN,, NY,, 11204",Match,Exact,"67 AVE O, BROOKLYN, NY, 11204",59089399
13521,3065760048,36047043000,-73.98296,40.610332,L,"57 AVENUE O ,, BROOKLYN,, NY,, 11204",Match,Exact,"57 AVE O, BROOKLYN, NY, 11204",59089399
13522,3065770016,36047043200,-73.98164,40.612946,R,"1328 W 7TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1328 W 7TH ST, BROOKLYN, NY, 11204",59089393
13523,3065770030,36047043200,-73.98156,40.612507,R,"1362 W 7TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1362 W 7TH ST, BROOKLYN, NY, 11204",59089393
13524,3065770009,36047043200,-73.98177,40.61353,L,"6601 BAY PKWY,, BROOKLYN,, NY,, 11204",Match,Exact,"6601 BAY PKWY, BROOKLYN, NY, 11204",59089392
13525,3065770090,36047043200,-73.98245,40.61227,L,"1415 W 8TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1415 W 8TH ST, BROOKLYN, NY, 11204",59089389
13526,3065770093,36047043200,-73.98248,40.61243,L,"1407 W 8TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1407 W 8TH ST, BROOKLYN, NY, 11204",59089389
13527,3065780100,36047043200,-73.98166,40.61313,L,"1315 W 7TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1315 W 7TH ST, BROOKLYN, NY, 11204",59089393
13528,3065780014,36047043200,-73.98049,40.61222,R,"1322 W 6TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1322 W 6TH ST, BROOKLYN, NY, 11204",59089397
13529,3065780014,36047043200,-73.9805,40.612255,R,"1318 W 6TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1318 W 6TH ST, BROOKLYN, NY, 11204",59089397
13530,3065780041,36047043200,-73.98039,40.611687,R,"1390 W 6TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1390 W 6TH ST, BROOKLYN, NY, 11204",59089397
13531,3065780041,36047043200,-73.98041,40.611782,R,"1378 W 6TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1378 W 6TH ST, BROOKLYN, NY, 11204",59089397
13532,3065780007,36047043200,-73.98051,40.6123,R,"1312 W 6TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1312 W 6TH ST, BROOKLYN, NY, 11204",59089397
13533,3065780079,36047043200,-73.98154,40.61248,L,"1365 W 7TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1365 W 7TH ST, BROOKLYN, NY, 11204",59089393
13534,3065780091,36047043200,-73.98159,40.61274,L,"1345 W 7TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1345 W 7TH ST, BROOKLYN, NY, 11204",59089393
13535,3065780091,36047043200,-73.98161,40.61287,L,"1335 W 7TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1335 W 7TH ST, BROOKLYN, NY, 11204",59089393
13536,3065790001,36047043200,-73.98063,40.61304,L,"1313 W 6TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1313 W 6TH ST, BROOKLYN, NY, 11204",59089397
13537,3065790018,36047043200,-73.9794,40.61214,R,"1422 W 5TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1422 W 5TH ST, BROOKLYN, NY, 11204",59089407
13538,3065790018,36047043200,-73.97942,40.612278,R,"1414 W 5TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1414 W 5TH ST, BROOKLYN, NY, 11204",59089407
13539,3065790025,36047043200,-73.97938,40.611973,R,"1432 W 5TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1432 W 5TH ST, BROOKLYN, NY, 11204",59089407
13540,3065790041,36047043200,-73.97926,40.61074,L,"151 AVENUE O ,, BROOKLYN,, NY,, 11204",Match,Exact,"151 AVE O, BROOKLYN, NY, 11204",59089421
13541,3065790066,36047043200,-73.98051,40.6124,L,"1367 W 6TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1367 W 6TH ST, BROOKLYN, NY, 11204",59089397
13542,3065800008,36047043400,-73.97844,40.611843,R,"1410 W 4TH ST,, BROOKLYN,, NY,, 11204",Match,Non_Exact,"1410 W 4TH ST, BROOKLYN, NY, 11204",59089416
