rsid,bbl,tid,longi,lat,street,inaddress,type1,type2,outadd,tigerlineid
1,3010000040,36047015300,-73.98061,40.668056,R,"294 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"294 7TH AVE, BROOKLYN, NY, 11215",59078148
2,3010020029,36047012100,-73.99056,40.67202,R,"446 3RD AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"446 3RD AVE, BROOKLYN, NY, 11215",59075633
3,3010020031,36047012100,-73.990685,40.671875,R,"450 3RD AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"450 3RD AVE, BROOKLYN, NY, 11215",59075633
4,3010020042,36047012100,-73.99171,40.671795,L,"169 9TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"169 9TH ST, BROOKLYN, NY, 11215",59075567
5,3010020053,36047012100,-73.99248,40.672173,L,"147 9TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"147 9TH ST, BROOKLYN, NY, 11215",59075567
6,3010030126,36047012100,-73.9891,40.67137,R,"194 8TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"194 8TH ST, BROOKLYN, NY, 11215",59075634
7,3010030024,36047012100,-73.9893,40.67147,R,"188 8TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"188 8TH ST, BROOKLYN, NY, 11215",59075634
8,3010030029,36047012100,-73.98882,40.671238,R,"202 8TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"202 8TH ST, BROOKLYN, NY, 11215",59075634
9,3010040016,36047013700,-73.98746,40.670578,R,"234 8TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"234 8TH ST, BROOKLYN, NY, 11215",59075699
10,3010040017,36047013700,-73.9874,40.670547,R,"236 8TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"236 8TH ST, BROOKLYN, NY, 11215",59075699
11,3010040018,36047013700,-73.98733,40.670517,R,"238 8TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"238 8TH ST, BROOKLYN, NY, 11215",59075699
12,3010040062,36047013700,-73.98762,40.669815,L,"267 9TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"267 9TH ST, BROOKLYN, NY, 11215",59075695
13,3010050003,36047013700,-73.98613,40.669373,L,"437 5TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"437 5TH AVE, BROOKLYN, NY, 11215",59075712
14,3010050037,36047013700,-73.98405,40.668934,R,"334 8TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"334 8TH ST, BROOKLYN, NY, 11215",59075713
15,3010050038,36047013700,-73.98393,40.668873,R,"338 8TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"338 8TH ST, BROOKLYN, NY, 11215",59075713
16,3010057502,36047013700,-73.9844,40.66826,L,"365 9TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"365 9TH ST, BROOKLYN, NY, 11215",59075711
17,3010057502,36047013700,-73.98477,40.668438,L,"351 9TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"351 9TH ST, BROOKLYN, NY, 11215",59075711
18,3010060020,36047015300,-73.98248,40.668175,R,"374 8TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"374 8TH ST, BROOKLYN, NY, 11215",59078143
19,3010060028,36047015300,-73.98203,40.667957,R,"388 8TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"388 8TH ST, BROOKLYN, NY, 11215",59078143
20,3010060031,36047015300,-73.98184,40.667866,R,"394 8TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"394 8TH ST, BROOKLYN, NY, 11215",59078143
21,3010060036,36047015300,-73.98165,40.66777,R,"400 8TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"400 8TH ST, BROOKLYN, NY, 11215",59078143
22,3010060037,36047015300,-73.98112,40.667454,R,"314 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"314 7TH AVE, BROOKLYN, NY, 11215",59078150
23,3010060037,36047015300,-73.98158,40.66774,R,"402 8TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"402 8TH ST, BROOKLYN, NY, 11215",59078143
24,3010060041,36047015300,-73.98133,40.6672,R,"322 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"322 7TH AVE, BROOKLYN, NY, 11215",59078150
25,3010060042,36047015300,-73.981384,40.667133,R,"324 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"324 7TH AVE, BROOKLYN, NY, 11215",59078150
26,3010060055,36047015300,-73.98245,40.667316,L,"415 9TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"415 9TH ST, BROOKLYN, NY, 11215",59075725
27,3010080019,36047012100,-73.99207,40.671963,R,"152 9TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"152 9TH ST, BROOKLYN, NY, 11215",59075567
28,3010080008,36047012100,-73.99257,40.672203,R,"130 9TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"130 9TH ST, BROOKLYN, NY, 11215",59075567
29,3010100026,36047013900,-73.98756,40.66895,L,"343 10TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"343 10TH ST, BROOKLYN, NY, 11215",59075693
30,3010100026,36047013900,-73.98761,40.668976,L,"341 10TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"341 10TH ST, BROOKLYN, NY, 11215",59075693
31,3010100026,36047015100,-73.98314,40.667633,R,"396 9TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"396 9TH ST, BROOKLYN, NY, 11215",59075725
32,3010100026,36047013900,-73.98741,40.669704,R,"288 9TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"288 9TH ST, BROOKLYN, NY, 11215",59075695
33,3010120042,36047015100,-73.981834,40.666595,R,"340 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"340 7TH AVE, BROOKLYN, NY, 11215",59078152
34,3010140047,36047012100,-73.99169,40.670666,R,"484 3RD AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"484 3RD AVE, BROOKLYN, NY, 11215",59075631
35,3010140048,36047012100,-73.99174,40.670612,R,"486 3RD AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"486 3RD AVE, BROOKLYN, NY, 11215",59075631
36,3010160005,36047013900,-73.98897,40.66962,R,"300 10TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"300 10TH ST, BROOKLYN, NY, 11215",59075693
37,3010160005,36047013900,-73.988846,40.669563,R,"304 10TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"304 10TH ST, BROOKLYN, NY, 11215",59075693
38,3010160081,36047013900,-73.98957,40.66932,L,"463 4TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"463 4TH AVE, BROOKLYN, NY, 11215",59075692
39,3010210048,36047011700,-73.990036,40.668785,R,"492 4TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"492 4TH AVE, BROOKLYN, NY, 11215",59075690
40,3010210053,36047011700,-73.99077,40.66881,L,"209 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"209 12TH ST, BROOKLYN, NY, 11215",59075626
41,3010210054,36047011700,-73.99083,40.668842,L,"207 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"207 12TH ST, BROOKLYN, NY, 11215",59075626
42,3010220001,36047013900,-73.98989,40.66839,L,"227 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"227 12TH ST, BROOKLYN, NY, 11215",59075642
43,3010220001,36047013900,-73.99003,40.668457,L,"223 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"223 12TH ST, BROOKLYN, NY, 11215",59075642
44,3010220002,36047013900,-73.99012,40.668663,L,"481 4TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"481 4TH AVE, BROOKLYN, NY, 11215",59075690
45,3010220002,36047013900,-73.99018,40.66859,L,"483 4TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"483 4TH AVE, BROOKLYN, NY, 11215",59075690
46,3010220043,36047013900,-73.98775,40.668186,R,"318 11TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"318 11TH ST, BROOKLYN, NY, 11215",59075691
47,3010220049,36047013900,-73.98753,40.667706,R,"488 5TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"488 5TH AVE, BROOKLYN, NY, 11215",59075706
48,3010220006,36047013900,-73.98994,40.66888,L,"475 4TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"475 4TH AVE, BROOKLYN, NY, 11215",59075690
49,3010220008,36047013900,-73.98975,40.669094,L,"469 4TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"469 4TH AVE, BROOKLYN, NY, 11215",59075690
50,3010230001,36047013900,-73.98771,40.667477,L,"493 5TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"493 5TH AVE, BROOKLYN, NY, 11215",59075706
51,3010230018,36047013900,-73.98653,40.667595,R,"352 11TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"352 11TH ST, BROOKLYN, NY, 11215",59075707
52,3010230021,36047013900,-73.98637,40.66752,R,"358 11TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"358 11TH ST, BROOKLYN, NY, 11215",59075707
53,3010230022,36047013900,-73.98626,40.667465,R,"362 11TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"362 11TH ST, BROOKLYN, NY, 11215",59075707
54,3010230043,36047013900,-73.98514,40.66692,R,"404 11TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"404 11TH ST, BROOKLYN, NY, 11215",59075707
55,3010230045,36047013900,-73.98517,40.666573,R,"480 6TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"480 6TH AVE, BROOKLYN, NY, 11215",59075726
56,3010230005,36047013900,-73.98757,40.667645,L,"487 5TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"487 5TH AVE, BROOKLYN, NY, 11215",59075706
57,3010230069,36047013900,-73.98678,40.666885,L,"309 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"309 12TH ST, BROOKLYN, NY, 11215",59075703
58,3010230069,36047013900,-73.98685,40.666916,L,"307 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"307 12TH ST, BROOKLYN, NY, 11215",59075703
59,3010230007,36047013900,-73.98747,40.667755,L,"483 5TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"483 5TH AVE, BROOKLYN, NY, 11215",59075706
60,3010230008,36047013900,-73.98743,40.667812,L,"481 5TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"481 5TH AVE, BROOKLYN, NY, 11215",59075706
61,3010240042,36047015100,-73.98271,40.665546,R,"374 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"374 7TH AVE, BROOKLYN, NY, 11215",59078144
62,3010240044,36047015100,-73.982796,40.665447,R,"378 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"378 7TH AVE, BROOKLYN, NY, 11215",59078144
63,3010240005,36047015100,-73.98507,40.66667,L,"485 6TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"485 6TH AVE, BROOKLYN, NY, 11215",59075726
64,3010240051,36047015100,-73.983475,40.665287,L,"399 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"399 12TH ST, BROOKLYN, NY, 11215",59075721
65,3010240079,36047015100,-73.98484,40.665947,L,"359 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"359 12TH ST, BROOKLYN, NY, 11215",59075721
66,3010240081,36047015100,-73.98498,40.666016,L,"355 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"355 12TH ST, BROOKLYN, NY, 11215",59075721
67,3010270007,36047011700,-73.99262,40.669533,L,"517 3RD AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"517 3RD AVE, BROOKLYN, NY, 11215",59075625
68,3010280024,36047013900,-73.98887,40.66788,R,"254 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"254 12TH ST, BROOKLYN, NY, 11215",59075642
69,3010280024,36047013900,-73.98893,40.66791,R,"252 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"252 12TH ST, BROOKLYN, NY, 11215",59075642
70,3010280026,36047013900,-73.9888,40.66785,R,"256 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"256 12TH ST, BROOKLYN, NY, 11215",59075642
71,3010280027,36047013900,-73.98874,40.66782,R,"258 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"258 12TH ST, BROOKLYN, NY, 11215",59075642
72,3010280028,36047013900,-73.98868,40.66779,R,"260 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"260 12TH ST, BROOKLYN, NY, 11215",59075642
73,3010280029,36047013900,-73.98862,40.667763,R,"262 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"262 12TH ST, BROOKLYN, NY, 11215",59075642
74,3010280031,36047013900,-73.988495,40.6677,R,"266 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"266 12TH ST, BROOKLYN, NY, 11215",59075642
75,3010280054,36047013900,-73.98908,40.66715,L,"249 13TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"249 13TH ST, BROOKLYN, NY, 11215",59075644
76,3010280056,36047013900,-73.989296,40.667255,L,"243 13TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"243 13TH ST, BROOKLYN, NY, 11215",59075644
77,3010280066,36047013900,-73.98995,40.667572,L,"225 13TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"225 13TH ST, BROOKLYN, NY, 11215",59075644
78,3010280068,36047013900,-73.99003,40.667606,L,"223 13TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"223 13TH ST, BROOKLYN, NY, 11215",59075644
79,3010280071,36047013900,-73.99017,40.66768,L,"219 13TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"219 13TH ST, BROOKLYN, NY, 11215",59075644
80,3010290013,36047013900,-73.98722,40.667088,R,"296 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"296 12TH ST, BROOKLYN, NY, 11215",59075703
81,3010290015,36047013900,-73.98709,40.667023,R,"300 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"300 12TH ST, BROOKLYN, NY, 11215",59075703
82,3010290019,36047013900,-73.986824,40.666893,R,"308 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"308 12TH ST, BROOKLYN, NY, 11215",59075703
83,3010290020,36047013900,-73.986694,40.666832,R,"312 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"312 12TH ST, BROOKLYN, NY, 11215",59075703
84,3010290020,36047013900,-73.98676,40.666862,R,"310 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"310 12TH ST, BROOKLYN, NY, 11215",59075703
85,3010290027,36047013900,-73.9863,40.666637,R,"324 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"324 12TH ST, BROOKLYN, NY, 11215",59075703
86,3010290028,36047013900,-73.98623,40.666607,R,"326 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"326 12TH ST, BROOKLYN, NY, 11215",59075703
87,3010300001,36047015100,-73.985756,40.665543,L,"331 13TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"331 13TH ST, BROOKLYN, NY, 11215",59075809
88,3010300015,36047015100,-73.98485,40.66594,R,"358 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"358 12TH ST, BROOKLYN, NY, 11215",59075721
89,3010300003,36047015100,-73.985794,40.665802,L,"513 6TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"513 6TH AVE, BROOKLYN, NY, 11215",59075720
90,3010300034,36047015100,-73.98369,40.66538,R,"392 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"392 12TH ST, BROOKLYN, NY, 11215",59075721
91,3010300038,36047015100,-73.98348,40.66528,R,"398 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"398 12TH ST, BROOKLYN, NY, 11215",59075721
92,3010300004,36047015100,-73.98574,40.665867,L,"511 6TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"511 6TH AVE, BROOKLYN, NY, 11215",59075720
93,3010300040,36047015100,-73.98325,40.6649,R,"396 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"396 7TH AVE, BROOKLYN, NY, 11215",59078257
94,3010300040,36047015100,-73.98313,40.665047,R,"392 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"392 7TH AVE, BROOKLYN, NY, 11215",59078257
95,3010300043,36047015100,-73.983376,40.664757,R,"400 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"400 7TH AVE, BROOKLYN, NY, 11215",59078257
96,3010300050,36047015100,-73.98441,40.664894,L,"377 13TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"377 13TH ST, BROOKLYN, NY, 11215",59075809
97,3010300052,36047015100,-73.98453,40.66495,L,"373 13TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"373 13TH ST, BROOKLYN, NY, 11215",59075809
98,3010330034,36047011700,-73.99104,40.668087,R,"204 13TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"204 13TH ST, BROOKLYN, NY, 11215",59075624
99,3010330037,36047011700,-73.99094,40.667706,R,"518 4TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"518 4TH AVE, BROOKLYN, NY, 11215",59075643
100,3010330039,36047011700,-73.99099,40.667645,R,"520 4TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"520 4TH AVE, BROOKLYN, NY, 11215",59075643
101,3010330040,36047011700,-73.99104,40.66758,R,"522 4TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"522 4TH AVE, BROOKLYN, NY, 11215",59075643
102,3010330068,36047011700,-73.993,40.6682,L,"137 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"137 14TH ST, BROOKLYN, NY, 11215",59075619
103,3010340047,36047014100,-73.98932,40.666424,L,"239 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"239 14TH ST, BROOKLYN, NY, 11215",59075640
104,3010400022,36047011700,-73.99259,40.66799,R,"154 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"154 14TH ST, BROOKLYN, NY, 11215",59075619
105,3010400031,36047011700,-73.992065,40.667736,R,"172 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"172 14TH ST, BROOKLYN, NY, 11215",59075619
106,3010400048,36047011700,-73.99165,40.666843,R,"546 4TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"546 4TH AVE, BROOKLYN, NY, 11215",59075639
107,3010400064,36047011700,-73.99301,40.667362,L,"111 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"111 15TH ST, BROOKLYN, NY, 11215",59075617
108,3010400068,36047011700,-73.9934,40.66755,L,"99 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"99 15TH ST, BROOKLYN, NY, 11215",59075617
109,3010400070,36047011700,-73.99346,40.66758,L,"97 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"97 15TH ST, BROOKLYN, NY, 11215",59075617
110,3010400071,36047011700,-73.99353,40.66761,L,"95 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"95 15TH ST, BROOKLYN, NY, 11215",59075617
111,3010410011,36047014100,-73.99075,40.667103,R,"204 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"204 14TH ST, BROOKLYN, NY, 11215",59075640
112,3010410065,36047014100,-73.990776,40.66628,L,"171 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"171 15TH ST, BROOKLYN, NY, 11215",59075636
113,3010410067,36047014100,-73.9909,40.66634,L,"167 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"167 15TH ST, BROOKLYN, NY, 11215",59075636
114,3010420018,36047014100,-73.98782,40.665684,R,"280 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"280 14TH ST, BROOKLYN, NY, 11215",59075701
115,3010420038,36047014100,-73.98689,40.665234,R,"310 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"310 14TH ST, BROOKLYN, NY, 11215",59075701
116,3010420043,36047014100,-73.98662,40.664837,R,"528 6TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"528 6TH AVE, BROOKLYN, NY, 11215",59075806
117,3010420044,36047014100,-73.98668,40.664764,R,"530 6TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"530 6TH AVE, BROOKLYN, NY, 11215",59075806
118,3010420059,36047014100,-73.9878,40.66484,L,"257 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"257 15TH ST, BROOKLYN, NY, 11215",59075782
119,3010420074,36047014100,-73.98876,40.665306,L,"225 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"225 15TH ST, BROOKLYN, NY, 11215",59075782
120,3010430001,36047014900,-73.986626,40.664276,L,"285 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"285 15TH ST, BROOKLYN, NY, 11215",59075786
121,3010430018,36047014900,-73.9857,40.664658,R,"336 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"336 14TH ST, BROOKLYN, NY, 11215",59075807
122,3010430019,36047014900,-73.98563,40.664623,R,"338 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"338 14TH ST, BROOKLYN, NY, 11215",59075807
123,3010430020,36047014900,-73.98556,40.66459,R,"340 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"340 14TH ST, BROOKLYN, NY, 11215",59075807
124,3010430021,36047014900,-73.98549,40.664555,R,"342 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"342 14TH ST, BROOKLYN, NY, 11215",59075807
125,3010470161,36047014100,-73.99043,40.666103,R,"182 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"182 15TH ST, BROOKLYN, NY, 11215",59075636
126,3010470020,36047014100,-73.990685,40.66622,R,"174 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"174 15TH ST, BROOKLYN, NY, 11215",59075636
127,3010470048,36047014100,-73.990166,40.66514,L,"193 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"193 16TH ST, BROOKLYN, NY, 11215",59075638
128,3010470051,36047014100,-73.990326,40.66522,L,"187 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"187 16TH ST, BROOKLYN, NY, 11215",59075638
129,3010470053,36047014100,-73.99038,40.66524,L,"185 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"185 16TH ST, BROOKLYN, NY, 11215",59075638
130,3010470056,36047014100,-73.99059,40.665348,L,"177 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"177 16TH ST, BROOKLYN, NY, 11215",59075638
131,3010470061,36047014100,-73.99081,40.66545,L,"169 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"169 16TH ST, BROOKLYN, NY, 11215",59075638
132,3010480001,36047014100,-73.98977,40.66501,L,"575 5TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"575 5TH AVE, BROOKLYN, NY, 11215",59075781
133,3010480020,36047014100,-73.98825,40.665047,R,"244 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"244 15TH ST, BROOKLYN, NY, 11215",59075782
134,3010480031,36047014100,-73.98756,40.66471,R,"268 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"268 15TH ST, BROOKLYN, NY, 11215",59075782
135,3010480032,36047014100,-73.987495,40.66468,R,"270 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"270 15TH ST, BROOKLYN, NY, 11215",59075782
136,3010480045,36047014100,-73.98777,40.663982,L,"257 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"257 16TH ST, BROOKLYN, NY, 11215",59075780
137,3010480046,36047014100,-73.98784,40.664017,L,"255 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"255 16TH ST, BROOKLYN, NY, 11215",59075780
138,3010480056,36047014100,-73.988495,40.664333,L,"235 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"235 16TH ST, BROOKLYN, NY, 11215",59075780
139,3010490104,36047014900,-73.98722,40.664093,L,"563 6TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"563 6TH AVE, BROOKLYN, NY, 11215",59075785
140,3010490012,36047014900,-73.98642,40.66416,R,"296 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"296 15TH ST, BROOKLYN, NY, 11215",59075786
141,3010490013,36047014900,-73.98636,40.66413,R,"298 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"298 15TH ST, BROOKLYN, NY, 11215",59075786
142,3010490044,36047014900,-73.98468,40.66319,R,"444 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"444 7TH AVE, BROOKLYN, NY, 11215",59075816
143,3010490044,36047014900,-73.984634,40.66324,R,"442 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"442 7TH AVE, BROOKLYN, NY, 11215",59075816
144,3010490006,36047014900,-73.987175,40.66415,L,"561 6TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"561 6TH AVE, BROOKLYN, NY, 11215",59075785
145,3010510010,36047011700,-73.99338,40.66668,R,"60 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"60 16TH ST, BROOKLYN, NY, 11215",59075622
146,3010510018,36047011700,-73.9931,40.66655,R,"76 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"76 16TH ST, BROOKLYN, NY, 11215",59075622
147,3010510020,36047011700,-73.99304,40.666515,R,"80 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"80 16TH ST, BROOKLYN, NY, 11215",59075622
148,3010510021,36047011700,-73.993004,40.6665,R,"82 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"82 16TH ST, BROOKLYN, NY, 11215",59075622
149,3010510035,36047011700,-73.99235,40.66601,R,"574 4TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"574 4TH AVE, BROOKLYN, NY, 11215",59075637
150,3010510054,36047011700,-73.99354,40.665997,L,"153 PROSPECT AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"153 PROSPECT AVE, BROOKLYN, NY, 11215",59075611
151,3010510008,36047011700,-73.993416,40.6667,R,"58 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"58 16TH ST, BROOKLYN, NY, 11215",59075622
152,3010520044,36047014100,-73.98992,40.664856,R,"572 5TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"572 5TH AVE, BROOKLYN, NY, 11215",59075779
153,3010520079,36047014100,-73.992004,40.66506,L,"199 PROSPECT AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"199 PROSPECT AVE, BROOKLYN, NY, 11215",59075755
154,3010530015,36047014100,-73.98987,40.664898,L,"577 5TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"577 5TH AVE, BROOKLYN, NY, 11215",59075779
155,3010530061,36047014100,-73.98806,40.663136,R,"586 6TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"586 6TH AVE, BROOKLYN, NY, 11215",59075789
156,3010540010,36047014900,-73.98789,40.66331,L,"593 6TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"593 6TH AVE, BROOKLYN, NY, 11215",59075789
157,3010540010,36047014900,-73.98774,40.663483,L,"585 6TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"585 6TH AVE, BROOKLYN, NY, 11215",59075789
158,3010560012,36047014900,-73.986115,40.662796,L,"19 JACKSON PL,, BROOKLYN,, NY,, 11215",Match,Exact,"19 JACKSON PL, BROOKLYN, NY, 11215",59075812
159,3010580018,36047015900,-73.97303,40.676826,R,"160 STERLING PL,, BROOKLYN,, NY,, 11217",Match,Exact,"160 STERLING PL, BROOKLYN, NY, 11217",59078203
