,Address,Lat,Lon
0,"1600 Pennsylvania Avenue Northwest, Washington, DC",38.89766700000001,-77.0365485
1,"1 Penn Plaza, New York, NY",40.751677587199644,-73.99247040902357
2,"1 West 72nd Street, New York, NY",40.776312683726466,-73.97598903488603
3,"226 St. James Place, Brooklyn, NY",40.6835599664147,-73.96385552250547
4,"1 World Trade Center, New York, NY",40.71123825315919,-74.01438923544477
